universe;isin;name;ticker;group;missing_fields;preferred_method;mode;priority_score;status
ACTION;BE0003008019;BQUE NAT. BELGIQUE;BNB.BR;TECHNICAL_DERIVED;mm20|mm50|mm100|mm200|rsi14|macd_hist|atr14|bb_upper|bb_lower|rvol20|volatility_20d|volatility_60d|max_drawdown_1y|relative_strength;INTERNAL_FROM_OHLCV;COMPUTE;151;PENDING
ACTION;BE0003463685;CUMULEX;CLEX.BR;TECHNICAL_DERIVED;mm20|mm50|mm100|mm200|rsi14|macd_hist|atr14|bb_upper|bb_lower|rvol20|volatility_20d|volatility_60d|max_drawdown_1y|relative_strength;INTERNAL_FROM_OHLCV;COMPUTE;151;PENDING
ACTION;BE0003519270;CO.BR.HA (D);COBH;TECHNICAL_DERIVED;mm20|mm50|mm100|mm200|rsi14|macd_hist|atr14|bb_upper|bb_lower|rvol20|volatility_20d|volatility_60d|max_drawdown_1y|relative_strength;INTERNAL_FROM_OHLCV;COMPUTE;151;PENDING
ACTION;BE0003545531;SOLVACNOM(RETAIL);SOLV.BR;TECHNICAL_DERIVED;mm20|mm50|mm100|mm200|rsi14|macd_hist|atr14|bb_upper|bb_lower|rvol20|volatility_20d|volatility_60d|max_drawdown_1y|relative_strength;INTERNAL_FROM_OHLCV;COMPUTE;151;PENDING
ACTION;BE0003555639;TESSENDERLO GROUP;TESB.BR;TECHNICAL_DERIVED;mm20|mm50|mm100|mm200|rsi14|macd_hist|atr14|bb_upper|bb_lower|rvol20|volatility_20d|volatility_60d|max_drawdown_1y|relative_strength;INTERNAL_FROM_OHLCV;COMPUTE;151;PENDING
ACTION;BE0003592038;CIE BOIS SAUVAGE;COMB.BR;TECHNICAL_DERIVED;mm20|mm50|mm100|mm200|rsi14|macd_hist|atr14|bb_upper|bb_lower|rvol20|volatility_20d|volatility_60d|max_drawdown_1y|relative_strength;INTERNAL_FROM_OHLCV;COMPUTE;151;PENDING
ACTION;BE0003593044;COFINIMMO;;TECHNICAL_DERIVED;mm20|mm50|mm100|mm200|rsi14|macd_hist|atr14|bb_upper|bb_lower|rvol20|volatility_20d|volatility_60d|max_drawdown_1y|relative_strength;INTERNAL_FROM_OHLCV;COMPUTE;151;PENDING
ACTION;BE0003599108;IMMOBEL;IMMO.BR;TECHNICAL_DERIVED;mm20|mm50|mm100|mm200|rsi14|macd_hist|atr14|bb_upper|bb_lower|rvol20|volatility_20d|volatility_60d|max_drawdown_1y|relative_strength;INTERNAL_FROM_OHLCV;COMPUTE;151;PENDING
ACTION;BE0003602134;MOURY CONSTRUCT;MOUR.BR;TECHNICAL_DERIVED;mm20|mm50|mm100|mm200|rsi14|macd_hist|atr14|bb_upper|bb_lower|rvol20|volatility_20d|volatility_60d|max_drawdown_1y|relative_strength;INTERNAL_FROM_OHLCV;COMPUTE;151;PENDING
ACTION;BE0003656676;RECTICEL;RECT.BR;TECHNICAL_DERIVED;mm20|mm50|mm100|mm200|rsi14|macd_hist|atr14|bb_upper|bb_lower|rvol20|volatility_20d|volatility_60d|max_drawdown_1y|relative_strength;INTERNAL_FROM_OHLCV;COMPUTE;151;PENDING
ACTION;BE0003680916;NEUFCOUR-FIN.;MLNEU;TECHNICAL_DERIVED;mm20|mm50|mm100|mm200|rsi14|macd_hist|atr14|bb_upper|bb_lower|rvol20|volatility_20d|volatility_60d|max_drawdown_1y|relative_strength;INTERNAL_FROM_OHLCV;COMPUTE;151;PENDING
ACTION;BE0003696102;ACCENTIS;ACCB.BR;TECHNICAL_DERIVED;mm20|mm50|mm100|mm200|rsi14|macd_hist|atr14|bb_upper|bb_lower|rvol20|volatility_20d|volatility_60d|max_drawdown_1y|relative_strength;INTERNAL_FROM_OHLCV;COMPUTE;151;PENDING
ACTION;BE0003699130;GIMV;GIMB.BR;TECHNICAL_DERIVED;mm20|mm50|mm100|mm200|rsi14|macd_hist|atr14|bb_upper|bb_lower|rvol20|volatility_20d|volatility_60d|max_drawdown_1y|relative_strength;INTERNAL_FROM_OHLCV;COMPUTE;151;PENDING
ACTION;BE0003731453;MIKO;MIKO.BR;TECHNICAL_DERIVED;mm20|mm50|mm100|mm200|rsi14|macd_hist|atr14|bb_upper|bb_lower|rvol20|volatility_20d|volatility_60d|max_drawdown_1y|relative_strength;INTERNAL_FROM_OHLCV;COMPUTE;151;PENDING
ACTION;BE0003735496;ORANGE BELGIUM;OBEL.BR;TECHNICAL_DERIVED;mm20|mm50|mm100|mm200|rsi14|macd_hist|atr14|bb_upper|bb_lower|rvol20|volatility_20d|volatility_60d|max_drawdown_1y|relative_strength;INTERNAL_FROM_OHLCV;COMPUTE;151;PENDING
ACTION;BE0003741551;ROULARTA;ROU.BR;TECHNICAL_DERIVED;mm20|mm50|mm100|mm200|rsi14|macd_hist|atr14|bb_upper|bb_lower|rvol20|volatility_20d|volatility_60d|max_drawdown_1y|relative_strength;INTERNAL_FROM_OHLCV;COMPUTE;151;PENDING
ACTION;BE0003748622;IEP INVEST;IEP.BR;TECHNICAL_DERIVED;mm20|mm50|mm100|mm200|rsi14|macd_hist|atr14|bb_upper|bb_lower|rvol20|volatility_20d|volatility_60d|max_drawdown_1y|relative_strength;INTERNAL_FROM_OHLCV;COMPUTE;151;PENDING
ACTION;BE0003752665;FOUNTAIN;FOU.BR;TECHNICAL_DERIVED;mm20|mm50|mm100|mm200|rsi14|macd_hist|atr14|bb_upper|bb_lower|rvol20|volatility_20d|volatility_60d|max_drawdown_1y|relative_strength;INTERNAL_FROM_OHLCV;COMPUTE;151;PENDING
ACTION;BE0003755692;AGFA-GEVAERT;AGFB.BR;TECHNICAL_DERIVED;mm20|mm50|mm100|mm200|rsi14|macd_hist|atr14|bb_upper|bb_lower|rvol20|volatility_20d|volatility_60d|max_drawdown_1y|relative_strength;INTERNAL_FROM_OHLCV;COMPUTE;151;PENDING
ACTION;BE0003766806;ION BEAM APPLICATIONS;IBAB.BR;TECHNICAL_DERIVED;mm20|mm50|mm100|mm200|rsi14|macd_hist|atr14|bb_upper|bb_lower|rvol20|volatility_20d|volatility_60d|max_drawdown_1y|relative_strength;INTERNAL_FROM_OHLCV;COMPUTE;151;PENDING
ACTION;BE0003773877;SOFTIMAT;SOFT;TECHNICAL_DERIVED;mm20|mm50|mm100|mm200|rsi14|macd_hist|atr14|bb_upper|bb_lower|rvol20|volatility_20d|volatility_60d|max_drawdown_1y|relative_strength;INTERNAL_FROM_OHLCV;COMPUTE;151;PENDING
ACTION;BE0003789063;DECEUNINCK;DECB.BR;TECHNICAL_DERIVED;mm20|mm50|mm100|mm200|rsi14|macd_hist|atr14|bb_upper|bb_lower|rvol20|volatility_20d|volatility_60d|max_drawdown_1y|relative_strength;INTERNAL_FROM_OHLCV;COMPUTE;151;PENDING
ACTION;BE0003798155;SPADEL;SPA.BR;TECHNICAL_DERIVED;mm20|mm50|mm100|mm200|rsi14|macd_hist|atr14|bb_upper|bb_lower|rvol20|volatility_20d|volatility_60d|max_drawdown_1y|relative_strength;INTERNAL_FROM_OHLCV;COMPUTE;151;PENDING
ACTION;BE0003808251;EXMAR ord.;EXM.BR;TECHNICAL_DERIVED;mm20|mm50|mm100|mm200|rsi14|macd_hist|atr14|bb_upper|bb_lower|rvol20|volatility_20d|volatility_60d|max_drawdown_1y|relative_strength;INTERNAL_FROM_OHLCV;COMPUTE;151;PENDING
ACTION;BE0003810273;PROXIMUS;PROX.BR;TECHNICAL_DERIVED;mm20|mm50|mm100|mm200|rsi14|macd_hist|atr14|bb_upper|bb_lower|rvol20|volatility_20d|volatility_60d|max_drawdown_1y|relative_strength;INTERNAL_FROM_OHLCV;COMPUTE;151;PENDING
ACTION;BE0003820371;EVS BROADC.EQUIPM.;EVS.BR;TECHNICAL_DERIVED;mm20|mm50|mm100|mm200|rsi14|macd_hist|atr14|bb_upper|bb_lower|rvol20|volatility_20d|volatility_60d|max_drawdown_1y|relative_strength;INTERNAL_FROM_OHLCV;COMPUTE;151;PENDING
ACTION;BE0003825420;CAMPINE;CAMB.BR;TECHNICAL_DERIVED;mm20|mm50|mm100|mm200|rsi14|macd_hist|atr14|bb_upper|bb_lower|rvol20|volatility_20d|volatility_60d|max_drawdown_1y|relative_strength;INTERNAL_FROM_OHLCV;COMPUTE;151;PENDING
ACTION;BE0003829463;REIBEL;REI;TECHNICAL_DERIVED;mm20|mm50|mm100|mm200|rsi14|macd_hist|atr14|bb_upper|bb_lower|rvol20|volatility_20d|volatility_60d|max_drawdown_1y|relative_strength;INTERNAL_FROM_OHLCV;COMPUTE;151;PENDING
ACTION;BE0003832491;NEWTREE;NEWT;TECHNICAL_DERIVED;mm20|mm50|mm100|mm200|rsi14|macd_hist|atr14|bb_upper|bb_lower|rvol20|volatility_20d|volatility_60d|max_drawdown_1y|relative_strength;INTERNAL_FROM_OHLCV;COMPUTE;151;PENDING
ACTION;BE0003837540;ATENOR;ATEB.BR;TECHNICAL_DERIVED;mm20|mm50|mm100|mm200|rsi14|macd_hist|atr14|bb_upper|bb_lower|rvol20|volatility_20d|volatility_60d|max_drawdown_1y|relative_strength;INTERNAL_FROM_OHLCV;COMPUTE;151;PENDING
ACTION;BE0003839561;VAN DE VELDE;VAN.BR;TECHNICAL_DERIVED;mm20|mm50|mm100|mm200|rsi14|macd_hist|atr14|bb_upper|bb_lower|rvol20|volatility_20d|volatility_60d|max_drawdown_1y|relative_strength;INTERNAL_FROM_OHLCV;COMPUTE;151;PENDING
ACTION;BE0003841583;REALCO;REAL;TECHNICAL_DERIVED;mm20|mm50|mm100|mm200|rsi14|macd_hist|atr14|bb_upper|bb_lower|rvol20|volatility_20d|volatility_60d|max_drawdown_1y|relative_strength;INTERNAL_FROM_OHLCV;COMPUTE;151;PENDING
ACTION;BE0003847648;FLOWSPARKS;FLSP;TECHNICAL_DERIVED;mm20|mm50|mm100|mm200|rsi14|macd_hist|atr14|bb_upper|bb_lower|rvol20|volatility_20d|volatility_60d|max_drawdown_1y|relative_strength;INTERNAL_FROM_OHLCV;COMPUTE;151;PENDING
ACTION;BE0003858751;JENSEN-GROUP;JEN.BR;TECHNICAL_DERIVED;mm20|mm50|mm100|mm200|rsi14|macd_hist|atr14|bb_upper|bb_lower|rvol20|volatility_20d|volatility_60d|max_drawdown_1y|relative_strength;INTERNAL_FROM_OHLCV;COMPUTE;151;PENDING
ACTION;BE0003870871;BANIMMO A;BANI.BR;TECHNICAL_DERIVED;mm20|mm50|mm100|mm200|rsi14|macd_hist|atr14|bb_upper|bb_lower|rvol20|volatility_20d|volatility_60d|max_drawdown_1y|relative_strength;INTERNAL_FROM_OHLCV;COMPUTE;151;PENDING
ACTION;BE0003878957;VGP;VGP.BR;TECHNICAL_DERIVED;mm20|mm50|mm100|mm200|rsi14|macd_hist|atr14|bb_upper|bb_lower|rvol20|volatility_20d|volatility_60d|max_drawdown_1y|relative_strength;INTERNAL_FROM_OHLCV;COMPUTE;151;PENDING
ACTION;BE0003883031;CFE;CFEB.BR;TECHNICAL_DERIVED;mm20|mm50|mm100|mm200|rsi14|macd_hist|atr14|bb_upper|bb_lower|rvol20|volatility_20d|volatility_60d|max_drawdown_1y|relative_strength;INTERNAL_FROM_OHLCV;COMPUTE;151;PENDING
ACTION;BE0003898187;SIPEF;SIP.BR;TECHNICAL_DERIVED;mm20|mm50|mm100|mm200|rsi14|macd_hist|atr14|bb_upper|bb_lower|rvol20|volatility_20d|volatility_60d|max_drawdown_1y|relative_strength;INTERNAL_FROM_OHLCV;COMPUTE;151;PENDING
ACTION;BE0160342011;COIL;ALCOI.PA;TECHNICAL_DERIVED;mm20|mm50|mm100|mm200|rsi14|macd_hist|atr14|bb_upper|bb_lower|rvol20|volatility_20d|volatility_60d|max_drawdown_1y|relative_strength;INTERNAL_FROM_OHLCV;COMPUTE;151;PENDING
ACTION;BE0948608451;PHOTONIKE CAPITAL;MLPHO;TECHNICAL_DERIVED;mm20|mm50|mm100|mm200|rsi14|macd_hist|atr14|bb_upper|bb_lower|rvol20|volatility_20d|volatility_60d|max_drawdown_1y|relative_strength;INTERNAL_FROM_OHLCV;COMPUTE;151;PENDING
ACTION;BE0974258874;BEKAERT;BEKB.BR;TECHNICAL_DERIVED;mm20|mm50|mm100|mm200|rsi14|macd_hist|atr14|bb_upper|bb_lower|rvol20|volatility_20d|volatility_60d|max_drawdown_1y|relative_strength;INTERNAL_FROM_OHLCV;COMPUTE;151;PENDING
ACTION;BE0974260896;CELYAD ONCOLOGY;CYAD.BR;TECHNICAL_DERIVED;mm20|mm50|mm100|mm200|rsi14|macd_hist|atr14|bb_upper|bb_lower|rvol20|volatility_20d|volatility_60d|max_drawdown_1y|relative_strength;INTERNAL_FROM_OHLCV;COMPUTE;151;PENDING
ACTION;BE0974263924;TEXAF;TEXF.BR;TECHNICAL_DERIVED;mm20|mm50|mm100|mm200|rsi14|macd_hist|atr14|bb_upper|bb_lower|rvol20|volatility_20d|volatility_60d|max_drawdown_1y|relative_strength;INTERNAL_FROM_OHLCV;COMPUTE;151;PENDING
ACTION;BE0974265945;FLUXYS BELGIUM;FLUX.BR;TECHNICAL_DERIVED;mm20|mm50|mm100|mm200|rsi14|macd_hist|atr14|bb_upper|bb_lower|rvol20|volatility_20d|volatility_60d|max_drawdown_1y|relative_strength;INTERNAL_FROM_OHLCV;COMPUTE;151;PENDING
ACTION;BE0974268972;BPOST;BPOST.BR;TECHNICAL_DERIVED;mm20|mm50|mm100|mm200|rsi14|macd_hist|atr14|bb_upper|bb_lower|rvol20|volatility_20d|volatility_60d|max_drawdown_1y|relative_strength;INTERNAL_FROM_OHLCV;COMPUTE;151;PENDING
ACTION;BE0974271034;VIOHALCO;VIO.BR;TECHNICAL_DERIVED;mm20|mm50|mm100|mm200|rsi14|macd_hist|atr14|bb_upper|bb_lower|rvol20|volatility_20d|volatility_60d|max_drawdown_1y|relative_strength;INTERNAL_FROM_OHLCV;COMPUTE;151;PENDING
ACTION;BE0974274061;KINEPOLIS GROUP;KIN.BR;TECHNICAL_DERIVED;mm20|mm50|mm100|mm200|rsi14|macd_hist|atr14|bb_upper|bb_lower|rvol20|volatility_20d|volatility_60d|max_drawdown_1y|relative_strength;INTERNAL_FROM_OHLCV;COMPUTE;151;PENDING
ACTION;BE0974276082;ONTEX GROUP;ONTEX.BR;TECHNICAL_DERIVED;mm20|mm50|mm100|mm200|rsi14|macd_hist|atr14|bb_upper|bb_lower|rvol20|volatility_20d|volatility_60d|max_drawdown_1y|relative_strength;INTERNAL_FROM_OHLCV;COMPUTE;151;PENDING
ACTION;BE0974278104;ABO GROUP ENVIRONMENT;ABO.BR;TECHNICAL_DERIVED;mm20|mm50|mm100|mm200|rsi14|macd_hist|atr14|bb_upper|bb_lower|rvol20|volatility_20d|volatility_60d|max_drawdown_1y|relative_strength;INTERNAL_FROM_OHLCV;COMPUTE;151;PENDING
ACTION;BE0974280126;BIOSENIC;BIOS.BR;TECHNICAL_DERIVED;mm20|mm50|mm100|mm200|rsi14|macd_hist|atr14|bb_upper|bb_lower|rvol20|volatility_20d|volatility_60d|max_drawdown_1y|relative_strength;INTERNAL_FROM_OHLCV;COMPUTE;151;PENDING
ACTION;BE0974282148;TINC;TINC.BR;TECHNICAL_DERIVED;mm20|mm50|mm100|mm200|rsi14|macd_hist|atr14|bb_upper|bb_lower|rvol20|volatility_20d|volatility_60d|max_drawdown_1y|relative_strength;INTERNAL_FROM_OHLCV;COMPUTE;151;PENDING
ACTION;BE0974294267;NYRSTAR;NYR.BR;TECHNICAL_DERIVED;mm20|mm50|mm100|mm200|rsi14|macd_hist|atr14|bb_upper|bb_lower|rvol20|volatility_20d|volatility_60d|max_drawdown_1y|relative_strength;INTERNAL_FROM_OHLCV;COMPUTE;151;PENDING
ACTION;BE0974298300;CANDELA INVEST;CAND;TECHNICAL_DERIVED;mm20|mm50|mm100|mm200|rsi14|macd_hist|atr14|bb_upper|bb_lower|rvol20|volatility_20d|volatility_60d|max_drawdown_1y|relative_strength;INTERNAL_FROM_OHLCV;COMPUTE;151;PENDING
ACTION;BE0974299316;INVIBES ADVERTISING N.V.;ALINV.PA;TECHNICAL_DERIVED;mm20|mm50|mm100|mm200|rsi14|macd_hist|atr14|bb_upper|bb_lower|rvol20|volatility_20d|volatility_60d|max_drawdown_1y|relative_strength;INTERNAL_FROM_OHLCV;COMPUTE;151;PENDING
ACTION;BE0974303357;CENERGY;CENER.BR;TECHNICAL_DERIVED;mm20|mm50|mm100|mm200|rsi14|macd_hist|atr14|bb_upper|bb_lower|rvol20|volatility_20d|volatility_60d|max_drawdown_1y|relative_strength;INTERNAL_FROM_OHLCV;COMPUTE;151;PENDING
ACTION;BE0974310428;X-FAB SILICON FOUNDRIES SE;XFAB.PA;TECHNICAL_DERIVED;mm20|mm50|mm100|mm200|rsi14|macd_hist|atr14|bb_upper|bb_lower|rvol20|volatility_20d|volatility_60d|max_drawdown_1y|relative_strength;INTERNAL_FROM_OHLCV;COMPUTE;151;PENDING
ACTION;BE0974313455;ECONOCOM GROUP;ECONB.BR;TECHNICAL_DERIVED;mm20|mm50|mm100|mm200|rsi14|macd_hist|atr14|bb_upper|bb_lower|rvol20|volatility_20d|volatility_60d|max_drawdown_1y|relative_strength;INTERNAL_FROM_OHLCV;COMPUTE;151;PENDING
ACTION;BE0974314461;BELYSSE GROUP NV;BELYS.BR;TECHNICAL_DERIVED;mm20|mm50|mm100|mm200|rsi14|macd_hist|atr14|bb_upper|bb_lower|rvol20|volatility_20d|volatility_60d|max_drawdown_1y|relative_strength;INTERNAL_FROM_OHLCV;COMPUTE;151;PENDING
ACTION;BE0974328602;METRICS IN BALANCE;MLMIB;TECHNICAL_DERIVED;mm20|mm50|mm100|mm200|rsi14|macd_hist|atr14|bb_upper|bb_lower|rvol20|volatility_20d|volatility_60d|max_drawdown_1y|relative_strength;INTERNAL_FROM_OHLCV;COMPUTE;151;PENDING
ACTION;BE0974334667;WINAMP GROUP;ALWIN.PA;TECHNICAL_DERIVED;mm20|mm50|mm100|mm200|rsi14|macd_hist|atr14|bb_upper|bb_lower|rvol20|volatility_20d|volatility_60d|max_drawdown_1y|relative_strength;INTERNAL_FROM_OHLCV;COMPUTE;151;PENDING
ACTION;BE0974338700;TITAN S.A.;TITC.BR;TECHNICAL_DERIVED;mm20|mm50|mm100|mm200|rsi14|macd_hist|atr14|bb_upper|bb_lower|rvol20|volatility_20d|volatility_60d|max_drawdown_1y|relative_strength;INTERNAL_FROM_OHLCV;COMPUTE;151;PENDING
ACTION;BE0974340722;SEQUANA MEDICAL;SEQUA.BR;TECHNICAL_DERIVED;mm20|mm50|mm100|mm200|rsi14|macd_hist|atr14|bb_upper|bb_lower|rvol20|volatility_20d|volatility_60d|max_drawdown_1y|relative_strength;INTERNAL_FROM_OHLCV;COMPUTE;151;PENDING
ACTION;BE0974358906;NYXOAH SA;NYXH.BR;TECHNICAL_DERIVED;mm20|mm50|mm100|mm200|rsi14|macd_hist|atr14|bb_upper|bb_lower|rvol20|volatility_20d|volatility_60d|max_drawdown_1y|relative_strength;INTERNAL_FROM_OHLCV;COMPUTE;151;PENDING
ACTION;BE0974362940;BARCO;BAR.BR;TECHNICAL_DERIVED;mm20|mm50|mm100|mm200|rsi14|macd_hist|atr14|bb_upper|bb_lower|rvol20|volatility_20d|volatility_60d|max_drawdown_1y|relative_strength;INTERNAL_FROM_OHLCV;COMPUTE;151;PENDING
ACTION;BE0974363955;HYLORIS;HYL.BR;TECHNICAL_DERIVED;mm20|mm50|mm100|mm200|rsi14|macd_hist|atr14|bb_upper|bb_lower|rvol20|volatility_20d|volatility_60d|max_drawdown_1y|relative_strength;INTERNAL_FROM_OHLCV;COMPUTE;151;PENDING
ACTION;BE0974370026;CHOICE NV;MLTV;TECHNICAL_DERIVED;mm20|mm50|mm100|mm200|rsi14|macd_hist|atr14|bb_upper|bb_lower|rvol20|volatility_20d|volatility_60d|max_drawdown_1y|relative_strength;INTERNAL_FROM_OHLCV;COMPUTE;151;PENDING
ACTION;BE0974371032;BANQUP GROUP;BANQ.BR;TECHNICAL_DERIVED;mm20|mm50|mm100|mm200|rsi14|macd_hist|atr14|bb_upper|bb_lower|rvol20|volatility_20d|volatility_60d|max_drawdown_1y|relative_strength;INTERNAL_FROM_OHLCV;COMPUTE;151;PENDING
ACTION;BE0974374069;INCLUSIO SA/NV;INCLU.BR;TECHNICAL_DERIVED;mm20|mm50|mm100|mm200|rsi14|macd_hist|atr14|bb_upper|bb_lower|rvol20|volatility_20d|volatility_60d|max_drawdown_1y|relative_strength;INTERNAL_FROM_OHLCV;COMPUTE;151;PENDING
ACTION;BE0974380124;EKOPAK NV;EKOP.BR;TECHNICAL_DERIVED;mm20|mm50|mm100|mm200|rsi14|macd_hist|atr14|bb_upper|bb_lower|rvol20|volatility_20d|volatility_60d|max_drawdown_1y|relative_strength;INTERNAL_FROM_OHLCV;COMPUTE;151;PENDING
ACTION;BE0974386188;BIOTALYS NV;BTLS.BR;TECHNICAL_DERIVED;mm20|mm50|mm100|mm200|rsi14|macd_hist|atr14|bb_upper|bb_lower|rvol20|volatility_20d|volatility_60d|max_drawdown_1y|relative_strength;INTERNAL_FROM_OHLCV;COMPUTE;151;PENDING
ACTION;BE0974401334;WHITESTONE GROUP;ROCK;TECHNICAL_DERIVED;mm20|mm50|mm100|mm200|rsi14|macd_hist|atr14|bb_upper|bb_lower|rvol20|volatility_20d|volatility_60d|max_drawdown_1y|relative_strength;INTERNAL_FROM_OHLCV;COMPUTE;151;PENDING
ACTION;BE0974404361;MAZARO;MLMAZ;TECHNICAL_DERIVED;mm20|mm50|mm100|mm200|rsi14|macd_hist|atr14|bb_upper|bb_lower|rvol20|volatility_20d|volatility_60d|max_drawdown_1y|relative_strength;INTERNAL_FROM_OHLCV;COMPUTE;151;PENDING
ACTION;BE0974487192;OXURION;OXUR.BR;TECHNICAL_DERIVED;mm20|mm50|mm100|mm200|rsi14|macd_hist|atr14|bb_upper|bb_lower|rvol20|volatility_20d|volatility_60d|max_drawdown_1y|relative_strength;INTERNAL_FROM_OHLCV;COMPUTE;151;PENDING
ACTION;BE0974496284;OPTION;;TECHNICAL_DERIVED;mm20|mm50|mm100|mm200|rsi14|macd_hist|atr14|bb_upper|bb_lower|rvol20|volatility_20d|volatility_60d|max_drawdown_1y|relative_strength;INTERNAL_FROM_OHLCV;COMPUTE;151;PENDING
ACTION;BE0974497290;European Medical Solutions;ALEMS;TECHNICAL_DERIVED;mm20|mm50|mm100|mm200|rsi14|macd_hist|atr14|bb_upper|bb_lower|rvol20|volatility_20d|volatility_60d|max_drawdown_1y|relative_strength;INTERNAL_FROM_OHLCV;COMPUTE;151;PENDING
ACTION;BE0974499312;ENERGYVISION;ENRGY.BR;TECHNICAL_DERIVED;mm20|mm50|mm100|mm200|rsi14|macd_hist|atr14|bb_upper|bb_lower|rvol20|volatility_20d|volatility_60d|max_drawdown_1y|relative_strength;INTERNAL_FROM_OHLCV;COMPUTE;151;PENDING
ACTION;BE0974501331;MATERIALISE NV;MTLS.BR;TECHNICAL_DERIVED;mm20|mm50|mm100|mm200|rsi14|macd_hist|atr14|bb_upper|bb_lower|rvol20|volatility_20d|volatility_60d|max_drawdown_1y|relative_strength;INTERNAL_FROM_OHLCV;COMPUTE;151;PENDING
ACTION;BE0974502347;FLORIDIENNE;FLOB.BR;TECHNICAL_DERIVED;mm20|mm50|mm100|mm200|rsi14|macd_hist|atr14|bb_upper|bb_lower|rvol20|volatility_20d|volatility_60d|max_drawdown_1y|relative_strength;INTERNAL_FROM_OHLCV;COMPUTE;151;PENDING
ACTION;BE0974503352;MONNI;MONNI;TECHNICAL_DERIVED;mm20|mm50|mm100|mm200|rsi14|macd_hist|atr14|bb_upper|bb_lower|rvol20|volatility_20d|volatility_60d|max_drawdown_1y|relative_strength;INTERNAL_FROM_OHLCV;COMPUTE;151;PENDING
ACTION;BE6252013725;CONDOR TECHNOLOGIES;MLMFI;TECHNICAL_DERIVED;mm20|mm50|mm100|mm200|rsi14|macd_hist|atr14|bb_upper|bb_lower|rvol20|volatility_20d|volatility_60d|max_drawdown_1y|relative_strength;INTERNAL_FROM_OHLCV;COMPUTE;151;PENDING
ACTION;BE6333353298;BONYF;MLBON;TECHNICAL_DERIVED;mm20|mm50|mm100|mm200|rsi14|macd_hist|atr14|bb_upper|bb_lower|rvol20|volatility_20d|volatility_60d|max_drawdown_1y|relative_strength;INTERNAL_FROM_OHLCV;COMPUTE;151;PENDING
ACTION;BMG3602E1084;FLOW TRADERS;FLOW.AS;TECHNICAL_DERIVED;mm20|mm50|mm100|mm200|rsi14|macd_hist|atr14|bb_upper|bb_lower|rvol20|volatility_20d|volatility_60d|max_drawdown_1y|relative_strength;INTERNAL_FROM_OHLCV;COMPUTE;151;PENDING
ACTION;BMG455841020;HAL TRUST;HAL.AS;TECHNICAL_DERIVED;mm20|mm50|mm100|mm200|rsi14|macd_hist|atr14|bb_upper|bb_lower|rvol20|volatility_20d|volatility_60d|max_drawdown_1y|relative_strength;INTERNAL_FROM_OHLCV;COMPUTE;151;PENDING
ACTION;CY0101162119;SED ENERGY HOLDINGS PLC;ENH.OL;TECHNICAL_DERIVED;mm20|mm50|mm100|mm200|rsi14|macd_hist|atr14|bb_upper|bb_lower|rvol20|volatility_20d|volatility_60d|max_drawdown_1y|relative_strength;INTERNAL_FROM_OHLCV;COMPUTE;151;PENDING
ACTION;CY0101550917;S.D. STANDARD ETC PLC;SDSD.OL;TECHNICAL_DERIVED;mm20|mm50|mm100|mm200|rsi14|macd_hist|atr14|bb_upper|bb_lower|rvol20|volatility_20d|volatility_60d|max_drawdown_1y|relative_strength;INTERNAL_FROM_OHLCV;COMPUTE;151;PENDING
ACTION;CY0102630916;PETROLIA;PSE.OL;TECHNICAL_DERIVED;mm20|mm50|mm100|mm200|rsi14|macd_hist|atr14|bb_upper|bb_lower|rvol20|volatility_20d|volatility_60d|max_drawdown_1y|relative_strength;INTERNAL_FROM_OHLCV;COMPUTE;151;PENDING
ACTION;CY0108052115;ADS MARITIME HOLDING PLC;ADS;TECHNICAL_DERIVED;mm20|mm50|mm100|mm200|rsi14|macd_hist|atr14|bb_upper|bb_lower|rvol20|volatility_20d|volatility_60d|max_drawdown_1y|relative_strength;INTERNAL_FROM_OHLCV;COMPUTE;151;PENDING
ACTION;CY0200751713;THEON INTERNATIONAL PLC;THEON.AS;TECHNICAL_DERIVED;mm20|mm50|mm100|mm200|rsi14|macd_hist|atr14|bb_upper|bb_lower|rvol20|volatility_20d|volatility_60d|max_drawdown_1y|relative_strength;INTERNAL_FROM_OHLCV;COMPUTE;151;PENDING
ACTION;CY0201461213;PELICAN AQUA HOLDING PLC;PLCAN;TECHNICAL_DERIVED;mm20|mm50|mm100|mm200|rsi14|macd_hist|atr14|bb_upper|bb_lower|rvol20|volatility_20d|volatility_60d|max_drawdown_1y|relative_strength;INTERNAL_FROM_OHLCV;COMPUTE;151;PENDING
ACTION;DE000A11Q133;HK;MLHK;TECHNICAL_DERIVED;mm20|mm50|mm100|mm200|rsi14|macd_hist|atr14|bb_upper|bb_lower|rvol20|volatility_20d|volatility_60d|max_drawdown_1y|relative_strength;INTERNAL_FROM_OHLCV;COMPUTE;151;PENDING
ACTION;DE000A2G8ZX8;PYRUM INNOVATIONS AG;PYRUM;TECHNICAL_DERIVED;mm20|mm50|mm100|mm200|rsi14|macd_hist|atr14|bb_upper|bb_lower|rvol20|volatility_20d|volatility_60d|max_drawdown_1y|relative_strength;INTERNAL_FROM_OHLCV;COMPUTE;151;PENDING
