isin;name;yahoo_ticker;euronext_symbol;euronext_mic;country;pea_type;pea_confidence;size_proxy;liquidity_proxy;map_status;etage0_status;score_brut;couverture;confiance;score_effectif;comite_status;execution;decision;ta_status;ta_score_6;n_sessions;last_close;mm20;mm50;mm200;rsi14;macd_hist;atr14;bb_upper;bb_lower;rvol20;perf_1m_pct;perf_3m_pct;perf_1y_pct;above_mm20;above_mm50;above_mm200;per_ttm;per_forward;per_status;per_vs_universe_pct;per_vs_sector_pct;pb;roe;roe_api;ev_ebit;fcf_yield;dette_ebitda;marge_ebit;marge_nette;croiss_ca_3y;croiss_eps_3y;fundamentals;fundamentals_status;fundamentals_source;dividend_yield_pct;payout_ratio;dividend_status;target_price;upside_pct;eps_revision_3m;news_status;sic_score;corporate_status;volatility_20d;volatility_60d;max_drawdown_1y;beta;risk_status;scenario_bear_pct;scenario_base_pct;scenario_bull_pct;asymmetry;invalidation_level;risk_opp_status;cost_gate_status;broker_pea_confirmed;data_trust_pct;coverage_pct;evidence_level;qa_status;shadow_only;ref_version;schema_version;ta_as_of;schema_as_of;asset_class;region;markets;in_cac40;in_euronext100;in_aex;in_bel20;in_amx;in_ftse_mib;in_psi;in_euronext_growth;sources;as_of_date;distribution_policy;dividend_data_status;morningstar_rating;morningstar_category;perf_3y_pct;perf_5y_pct;rank_cat_1y;rank_cat_3y;rank_cat_5y;perf_data_status;perf_as_of;eligible_pea_note;data_enrichment_note;enrichment_as_of;euronext_name;euronext_link;ref_as_of;ohlcv_status;ohlcv_n_sessions;ohlcv_last;ohlcv_perf_1y;sector_bucket;per_sector_median;per_sector_n;per_universe_median;ta_source;roa;fundamentals_as_of;per_vs_sector;valuation_status;dividend_cagr_3y;consensus_dispersion;news_polarity;news_materiality;corporate_event;insider_signal;scenario_proba_bch;ter;spread_est_bps;decision_horizon;macro_vix;macro_curve_10y2y;macro_as_of;alt_data_note;consensus_rating;consensus_score;n_analysts;upgrades_30d;downgrades_30d;consensus_period;consensus_status;consensus_source;consensus;strong_buy;buy_n;hold_n;sell_n;strong_sell;consensus_score_prev;consensus_period_prev;consensus_delta;consensus_delta_label;delta_buy;delta_sell;n_analysts_prev;consensus_delta_status;consensus_delta_as_of;yf_status;per_ttm_yf;per_forward_yf;sector_yf;industry_yf;recommendation_key_yf;recommendation_mean_yf;n_analysts_yf;target_mean_yf;target_high_yf;target_low_yf;current_price_yf;average_rating_yf;consensus_score_yf;n_analysts_counts_yf;strong_buy_yf;buy_yf;hold_yf;sell_yf;strong_sell_yf;consensus_score_prev_yf;consensus_delta_yf;consensus_delta_label_yf;delta_buy_yf;delta_sell_yf;consensus_rating_yf;upside_pct_yf;yf_consensus_status;sector_yahoo;industry_yahoo;yf_consensus_as_of;per_fix_as_of;v182_ticker_market_symbol;v182_ticker_canonical_mic;v182_ticker_venue;v182_ticker_status;v182_ticker_validation_confidence_pct;v182_ticker_validation_source;v182_ticker_validation_url;v182_ticker_validation_class;v182_ticker_validation_as_of
NL0000334118;ASM International N.V.;ASM.AS;ASM;XAMS;Netherlands;PEA_CANDIDATE;MEDIUM_INDEX_CONSTITUENT;LARGE_CAP_INDEX;HIGH_INDEX;OK;PASSED;77.8;0.72;0.75;65.0;RESEARCH_ONLY;SHADOW_BLOCKED;NONE;FULL;1.0;510.0;817.0;855.36;915.974;724.6475;36.83;-5.0491;53.0643;974.6975;736.0225;0.11;-15.28;-3.13;94.43;False;False;True;37.348;27.2205;OK;103.5;34.5;;;;;;;;;;;PARTIAL_YF_PE;PARTIAL;yfinance;;;NON_OBSERVE;1089.2778;33.4;;NON_OBSERVE;;NON_OBSERVE;27.56;;;;PARTIAL_TA;;;;;;NON_OBSERVE;INCOMPLETE;UNKNOWN;75.0;72.0;B;TA_OK_FUND_PARTIAL_OR_MISSING;True;V13.1-PEA-ACTIONS-EURONEXT;V13.1-COMITE-COLS;2026-08-05T08:50:44;2026-08-05T08:52:35;ACTION;Europe;AEX|EURONEXT100;False;True;True;False;False;False;False;False;Euronext_indices_ETF_Nov2025;2026-07-29;UNKNOWN;MISSING_NO_BULK_SOURCE;;;;;;;;MISSING_NO_SOURCE;;Major Euronext index constituent - typically PEA-eligible if EU criteria met (confirm with broker);"Structural enrichment from ISIN+index lists only; no live market/fundamental data";2026-07-31;ASM INTERNATIONAL;/en/product/equities/NL0000334118-XAMS;2026-08-05T08:31:03;FULL:ASM.AS;510.0;817.0;97.59;Netherlands|LARGE_CAP_INDEX|HIGH_INDEX;27.7681;2;18.3493;Yahoo_chart;;;;NON_OBSERVE;;;;;;;;;;;15.86;0.43;2026-08-05;"Finnhub recommendations (BUY/HOLD/SELL counts) + FRED VIX/curve; price-target often empty on free EU";BUY;91.7;6.0;5.0;0.0;2026-08-01;OK;Finnhub_recommendation;PARTIAL_FINNHUB_RECO;1.0;4.0;1.0;0.0;0.0;91.7;2026-07-01;0.0;STABLE;0.0;0.0;6.0;OK;2026-08-05T09:04:00;OK;37.34796;27.22046;Technology;Semiconductor Equipment & Materials;buy;1.68421;18.0;1089.2778;1457.0;690.0;816.8;1.7 - Buy;89.5;19.0;5.0;11.0;2.0;1.0;0.0;86.8;2.7;STABLE;1.0;0.0;BUY;33.4;OK;Technology;Semiconductor Equipment & Materials;2026-08-05T09:08:51;2026-08-05T09:14:57;ASM;XAMS;Euronext Amsterdam;EXISTING_PAIR_VALIDATED_STRUCTURALLY;95;Existing referential + Euronext segment normalization;/en/product/equities/NL0000334118-XAMS;NORMALIZED_EXISTING_PAIR;2026-08-06
NL0010273215;ASML HOLDING;ASML.AS;ASML;XAMS;Netherlands;PEA_CANDIDATE;MEDIUM_INDEX_CONSTITUENT;LARGE_CAP_INDEX;HIGH_INDEX;OK;PASSED;77.8;0.72;0.75;65.0;RESEARCH_ONLY;SHADOW_BLOCKED;NONE;FULL;2.0;510.0;1465.8;1513.41;1538.58;1213.3005;42.73;-12.6821;79.9857;1661.8717;1364.9483;0.12;-9.99;19.27;137.61;False;False;True;57.7647;28.7309;OK;214.8;108.0;;;;;;;;;;;PARTIAL_YF_PE;PARTIAL;yfinance;;;NON_OBSERVE;1995.1095;35.9;;NON_OBSERVE;;NON_OBSERVE;23.15;;;;PARTIAL_TA;;;;;;NON_OBSERVE;INCOMPLETE;UNKNOWN;75.0;72.0;B;TA_OK_FUND_PARTIAL_OR_MISSING;True;V13.1-PEA-ACTIONS-EURONEXT;V13.1-COMITE-COLS;2026-08-05T08:50:44;2026-08-05T08:52:35;ACTION;Europe;AEX|EURONEXT100;False;True;True;False;False;False;False;False;Euronext_indices_ETF_Nov2025;2026-07-29;UNKNOWN;MISSING_NO_BULK_SOURCE;;;;;;;;MISSING_NO_SOURCE;;Major Euronext index constituent - typically PEA-eligible if EU criteria met (confirm with broker);"Structural enrichment from ISIN+index lists only; no live market/fundamental data";2026-07-31;ASML HOLDING;/en/product/equities/NL0010273215-XAMS;2026-08-05T08:31:03;FULL:ASML.AS;510.0;1465.8;146.63;Netherlands|LARGE_CAP_INDEX|HIGH_INDEX;27.7681;2;18.3493;Yahoo_chart;;;;NON_OBSERVE;;;;;;;;;;;15.86;0.43;2026-08-05;"Finnhub recommendations (BUY/HOLD/SELL counts) + FRED VIX/curve; price-target often empty on free EU";BUY;90.5;42.0;36.0;2.0;2026-08-01;OK;Finnhub_recommendation;PARTIAL_FINNHUB_RECO;9.0;27.0;4.0;2.0;0.0;89.3;2026-07-01;1.2;STABLE;1.0;0.0;42.0;OK;2026-08-05T09:04:00;OK;57.764664;28.730904;Technology;Semiconductor Equipment & Materials;strong_buy;1.38636;34.0;1995.1095;2500.0;1291.0;1467.8;1.4 - Strong Buy;94.3;44.0;7.0;33.0;3.0;1.0;0.0;94.3;0.0;STABLE;0.0;0.0;BUY;35.9;OK;Technology;Semiconductor Equipment & Materials;2026-08-05T09:08:51;2026-08-05T09:14:57;ASML;XAMS;Euronext Amsterdam;EXISTING_PAIR_VALIDATED_STRUCTURALLY;95;Existing referential + Euronext segment normalization;/en/product/equities/NL0010273215-XAMS;NORMALIZED_EXISTING_PAIR;2026-08-06
NL0011872643;ASR NEDERLAND;ASRNL.AS;ASRNL;XAMS;Netherlands;PEA_CANDIDATE;MEDIUM_INDEX_CONSTITUENT;LARGE_CAP_INDEX;HIGH_INDEX;OK;PASSED;77.8;0.72;0.75;65.0;RESEARCH_ONLY;SHADOW_BLOCKED;NONE;FULL;4.0;510.0;70.32;69.533;66.9812;62.2652;59.84;-0.0395;0.8307;71.3292;67.7368;0.05;4.96;8.85;17.04;True;True;True;32.5556;11.184;OK;77.4;129.7;;;;;;;;;;;PARTIAL_YF_PE;PARTIAL;yfinance;;;NON_OBSERVE;71.45385;1.6;;NON_OBSERVE;;NON_OBSERVE;5.01;;;;PARTIAL_TA;;;;;;NON_OBSERVE;INCOMPLETE;UNKNOWN;75.0;72.0;B;TA_OK_FUND_PARTIAL_OR_MISSING;True;V13.1-PEA-ACTIONS-EURONEXT;V13.1-COMITE-COLS;2026-08-05T08:50:44;2026-08-05T08:52:35;ACTION;Europe;AEX|EURONEXT100;False;True;True;False;False;False;False;False;Euronext_indices_ETF_Nov2025;2026-07-29;UNKNOWN;MISSING_NO_BULK_SOURCE;;;;;;;;MISSING_NO_SOURCE;;Major Euronext index constituent - typically PEA-eligible if EU criteria met (confirm with broker);"Structural enrichment from ISIN+index lists only; no live market/fundamental data";2026-07-31;ASR NEDERLAND;/en/product/equities/NL0011872643-XAMS;2026-08-05T08:31:03;FULL:ASRNL.AS;510.0;70.32;20.2;Netherlands|LARGE_CAP_INDEX|HIGH_INDEX;14.17205;2;18.3493;Yahoo_chart;;;;NON_OBSERVE;;;;;;;;;;;15.86;0.43;2026-08-05;"Finnhub recommendations (BUY/HOLD/SELL counts) + FRED VIX/curve; price-target often empty on free EU";BUY;85.7;13.0;;;;OK;yfinance;YF_CONSENSUS;;;;;;83.3;;2.4;STABLE;;;;OK;2026-08-05T09:04:00;OK;32.555553;11.18397;Financial Services;Insurance - Diversified;buy;1.85714;13.0;71.45385;81.0;52.5;70.32;1.9 - Buy;85.7;14.0;4.0;6.0;4.0;0.0;0.0;83.3;2.4;STABLE;0.0;0.0;BUY;1.6;OK;Financial Services;Insurance - Diversified;2026-08-05T09:08:51;2026-08-05T09:14:57;ASRNL;XAMS;Euronext Amsterdam;EXISTING_PAIR_VALIDATED_STRUCTURALLY;95;Existing referential + Euronext segment normalization;/en/product/equities/NL0011872643-XAMS;NORMALIZED_EXISTING_PAIR;2026-08-06
FR0000120628;AXA;CS.PA;CS;XPAR;France;PEA_CANDIDATE;MEDIUM_INDEX_CONSTITUENT;LARGE_CAP_INDEX;HIGH_INDEX;OK;PASSED;77.8;0.72;0.75;65.0;RESEARCH_ONLY;SHADOW_BLOCKED;NONE;FULL;4.0;510.0;44.82;44.694;42.9242;40.3262;62.36;-0.124;0.6136;45.5016;43.8864;0.08;1.47;11.24;8.29;True;True;True;12.0674;10.0036;OK;-34.2;-14.9;;;;;;;;;;;PARTIAL_YF_PE;PARTIAL;yfinance;;;NON_OBSERVE;50.39529;12.6;;NON_OBSERVE;;NON_OBSERVE;5.81;;;;PARTIAL_TA;;;;;;NON_OBSERVE;INCOMPLETE;UNKNOWN;75.0;72.0;B;TA_OK_FUND_PARTIAL_OR_MISSING;True;V13.1-PEA-ACTIONS-EURONEXT;V13.1-COMITE-COLS;2026-08-05T08:50:44;2026-08-05T08:52:35;ACTION;Europe;CAC40|EURONEXT100;True;True;False;False;False;False;False;False;Euronext_indices_ETF_Nov2025;2026-07-29;UNKNOWN;MISSING_NO_BULK_SOURCE;;;;;;;;MISSING_NO_SOURCE;;Major Euronext index constituent - typically PEA-eligible if EU criteria met (confirm with broker);"Structural enrichment from ISIN+index lists only; no live market/fundamental data";2026-07-31;AXA;/en/product/equities/FR0000120628-XPAR;2026-08-05T08:31:03;FULL:CS.PA;510.0;44.82;10.54;France|LARGE_CAP_INDEX|HIGH_INDEX;14.17205;7;18.3493;Yahoo_chart;;;;NON_OBSERVE;;;;;;;;;;;15.86;0.43;2026-08-05;"Finnhub recommendations (BUY/HOLD/SELL counts) + FRED VIX/curve; price-target often empty on free EU";BUY;91.7;17.0;;;;OK;yfinance;YF_CONSENSUS;;;;;;91.7;;0.0;STABLE;;;;OK;2026-08-05T09:04:00;OK;12.067386;10.00362;Financial Services;Insurance - Diversified;buy;1.72222;17.0;50.39529;77.0;42.4;44.77;1.7 - Buy;91.7;18.0;7.0;8.0;3.0;0.0;0.0;91.7;0.0;STABLE;0.0;0.0;BUY;12.6;OK;Financial Services;Insurance - Diversified;2026-08-05T09:08:51;2026-08-05T09:14:57;CS;XPAR;Euronext Paris;EXISTING_PAIR_VALIDATED_STRUCTURALLY;95;Existing referential + Euronext segment normalization;/en/product/equities/FR0000120628-XPAR;NORMALIZED_EXISTING_PAIR;2026-08-06
FR0000131104;BNP PARIBAS ACT.A;BNP.PA;BNP;XPAR;France;PEA_CANDIDATE;MEDIUM_INDEX_CONSTITUENT;LARGE_CAP_INDEX;HIGH_INDEX;OK;PASSED;77.8;0.72;0.75;65.0;RESEARCH_ONLY;SHADOW_BLOCKED;NONE;FULL;4.0;510.0;111.64;104.9545;100.729;87.7908;72.64;0.528;2.3571;112.5591;97.3499;0.1;7.76;25.75;36.98;True;True;True;9.6453;8.4912;OK;-47.4;-31.9;;;;;;;;;;;PARTIAL_YF_PE;PARTIAL;yfinance;;;NON_OBSERVE;116.74474;4.7;;NON_OBSERVE;;NON_OBSERVE;8.96;;;;PARTIAL_TA;;;;;;NON_OBSERVE;INCOMPLETE;UNKNOWN;75.0;72.0;B;TA_OK_FUND_PARTIAL_OR_MISSING;True;V13.1-PEA-ACTIONS-EURONEXT;V13.1-COMITE-COLS;2026-08-05T08:50:44;2026-08-05T08:52:35;ACTION;Europe;CAC40|EURONEXT100;True;True;False;False;False;False;False;False;Euronext_indices_ETF_Nov2025;2026-07-29;UNKNOWN;MISSING_NO_BULK_SOURCE;;;;;;;;MISSING_NO_SOURCE;;Major Euronext index constituent - typically PEA-eligible if EU criteria met (confirm with broker);"Structural enrichment from ISIN+index lists only; no live market/fundamental data";2026-07-31;BNP PARIBAS ACT.A;/en/product/equities/FR0000131104-XPAR;2026-08-05T08:31:03;FULL:BNP.PA;510.0;111.64;42.94;France|LARGE_CAP_INDEX|HIGH_INDEX;14.17205;7;18.3493;Yahoo_chart;;;;NON_OBSERVE;;;;;;;;;;;15.86;0.43;2026-08-05;"Finnhub recommendations (BUY/HOLD/SELL counts) + FRED VIX/curve; price-target often empty on free EU";BUY;86.8;19.0;;;;OK;yfinance;YF_CONSENSUS;;;;;;84.2;;2.6;STABLE;;;;OK;2026-08-05T09:04:00;OK;9.6453285;8.491188;Financial Services;Banks - Regional;buy;1.73684;19.0;116.74474;136.0;100.0;111.5;1.7 - Buy;86.8;19.0;4.0;10.0;5.0;0.0;0.0;84.2;2.6;STABLE;0.0;-1.0;BUY;4.7;OK;Financial Services;Banks - Regional;2026-08-05T09:08:51;2026-08-05T09:14:57;BNP;XPAR;Euronext Paris;EXISTING_PAIR_VALIDATED_STRUCTURALLY;95;Existing referential + Euronext segment normalization;/en/product/equities/FR0000131104-XPAR;NORMALIZED_EXISTING_PAIR;2026-08-06
FR0000120503;BOUYGUES;EN.PA;EN;XPAR;France;PEA_CANDIDATE;MEDIUM_INDEX_CONSTITUENT;LARGE_CAP_INDEX;HIGH_INDEX;OK;PASSED;77.8;0.72;0.75;65.0;RESEARCH_ONLY;SHADOW_BLOCKED;NONE;FULL;5.0;510.0;48.9;47.646;48.7334;47.3702;53.65;0.276;1.0843;49.5689;45.7231;0.07;2.05;-3.85;29.19;True;True;True;14.9755;12.4984;OK;-18.4;-31.4;;;;;;;;;;;PARTIAL_YF_PE;PARTIAL;yfinance;;;NON_OBSERVE;59.33;21.2;;NON_OBSERVE;;NON_OBSERVE;9.41;;;;PARTIAL_TA;;;;;;NON_OBSERVE;INCOMPLETE;UNKNOWN;75.0;72.0;B;TA_OK_FUND_PARTIAL_OR_MISSING;True;V13.1-PEA-ACTIONS-EURONEXT;V13.1-COMITE-COLS;2026-08-05T08:50:44;2026-08-05T08:52:35;ACTION;Europe;CAC40|EURONEXT100;True;True;False;False;False;False;False;False;Euronext_indices_ETF_Nov2025;2026-07-29;UNKNOWN;MISSING_NO_BULK_SOURCE;;;;;;;;MISSING_NO_SOURCE;;Major Euronext index constituent - typically PEA-eligible if EU criteria met (confirm with broker);"Structural enrichment from ISIN+index lists only; no live market/fundamental data";2026-07-31;BOUYGUES;/en/product/equities/FR0000120503-XPAR;2026-08-05T08:31:03;FULL:EN.PA;510.0;48.9;33.2;France|LARGE_CAP_INDEX|HIGH_INDEX;21.8219;7;18.3493;Yahoo_chart;;;;NON_OBSERVE;;;;;;;;;;;15.86;0.43;2026-08-05;"Finnhub recommendations (BUY/HOLD/SELL counts) + FRED VIX/curve; price-target often empty on free EU";BUY;80.0;10.0;;;;OK;yfinance;YF_CONSENSUS;;;;;;80.0;;0.0;STABLE;;;;OK;2026-08-05T09:04:00;OK;14.975535;12.498437;Industrials;Engineering & Construction;buy;2.1;10.0;59.33;73.0;53.0;48.97;2.1 - Buy;80.0;10.0;3.0;3.0;4.0;0.0;0.0;80.0;0.0;STABLE;0.0;0.0;BUY;21.2;OK;Industrials;Engineering & Construction;2026-08-05T09:08:51;2026-08-05T09:14:57;EN;XPAR;Euronext Paris;EXISTING_PAIR_VALIDATED_STRUCTURALLY;95;Existing referential + Euronext segment normalization;/en/product/equities/FR0000120503-XPAR;NORMALIZED_EXISTING_PAIR;2026-08-06
FR0006174348;BUREAU VERITAS;BVI.PA;BVI;XPAR;France;PEA_CANDIDATE;MEDIUM_INDEX_CONSTITUENT;LARGE_CAP_INDEX;HIGH_INDEX;OK;PASSED;77.8;0.72;0.75;65.0;RESEARCH_ONLY;SHADOW_BLOCKED;NONE;FULL;5.0;510.0;28.8;27.493;26.6064;27.1215;62.48;0.0978;0.7543;28.7098;26.2762;0.07;5.57;8.68;8.03;True;True;True;25.5664;17.5343;OK;39.3;17.2;;;;;;;;;;;PARTIAL_YF_PE;PARTIAL;yfinance;;;NON_OBSERVE;32.32;11.9;;NON_OBSERVE;;NON_OBSERVE;11.11;;;;PARTIAL_TA;;;;;;NON_OBSERVE;INCOMPLETE;UNKNOWN;75.0;72.0;B;TA_OK_FUND_PARTIAL_OR_MISSING;True;V13.1-PEA-ACTIONS-EURONEXT;V13.1-COMITE-COLS;2026-08-05T08:50:44;2026-08-05T08:52:35;ACTION;Europe;CAC40|EURONEXT100;True;True;False;False;False;False;False;False;Euronext_indices_ETF_Nov2025;2026-07-29;UNKNOWN;MISSING_NO_BULK_SOURCE;;;;;;;;MISSING_NO_SOURCE;;Major Euronext index constituent - typically PEA-eligible if EU criteria met (confirm with broker);"Structural enrichment from ISIN+index lists only; no live market/fundamental data";2026-07-31;BUREAU VERITAS;/en/product/equities/FR0006174348-XPAR;2026-08-05T08:31:03;FULL:BVI.PA;510.0;28.8;6.86;France|LARGE_CAP_INDEX|HIGH_INDEX;21.8219;7;18.3493;Yahoo_chart;;;;NON_OBSERVE;;;;;;;;;;;15.86;0.43;2026-08-05;"Finnhub recommendations (BUY/HOLD/SELL counts) + FRED VIX/curve; price-target often empty on free EU";BUY;85.3;17.0;;;;OK;yfinance;YF_CONSENSUS;;;;;;85.3;;0.0;STABLE;;;;OK;2026-08-05T09:04:00;OK;25.566372;17.534277;Industrials;Consulting Services;buy;1.82353;17.0;32.32;38.5;28.0;28.89;1.8 - Buy;85.3;17.0;4.0;8.0;5.0;0.0;0.0;85.3;0.0;STABLE;0.0;0.0;BUY;11.9;OK;Industrials;Consulting Services;2026-08-05T09:08:51;2026-08-05T09:14:57;BVI;XPAR;Euronext Paris;EXISTING_PAIR_VALIDATED_STRUCTURALLY;95;Existing referential + Euronext segment normalization;/en/product/equities/FR0006174348-XPAR;NORMALIZED_EXISTING_PAIR;2026-08-06
FR0000125338;CAPGEMINI;CAP.PA;CAP;XPAR;France;PEA_CANDIDATE;MEDIUM_INDEX_CONSTITUENT;LARGE_CAP_INDEX;HIGH_INDEX;OK;PASSED;77.8;0.72;0.75;65.0;RESEARCH_ONLY;SHADOW_BLOCKED;NONE;FULL;4.0;510.0;107.9;94.784;95.221;113.8375;68.9;2.0336;4.6196;108.5807;80.9873;0.06;16.27;2.32;-14.09;True;True;False;11.8237;7.8496;OK;-35.6;-57.4;;;;;;;;;;;PARTIAL_YF_PE;PARTIAL;yfinance;;;NON_OBSERVE;139.62529;29.3;;NON_OBSERVE;;NON_OBSERVE;18.16;;;;PARTIAL_TA;;;;;;NON_OBSERVE;INCOMPLETE;UNKNOWN;75.0;72.0;B;TA_OK_FUND_PARTIAL_OR_MISSING;True;V13.1-PEA-ACTIONS-EURONEXT;V13.1-COMITE-COLS;2026-08-05T08:50:44;2026-08-05T08:52:35;ACTION;Europe;CAC40|EURONEXT100;True;True;False;False;False;False;False;False;Euronext_indices_ETF_Nov2025;2026-07-29;UNKNOWN;MISSING_NO_BULK_SOURCE;;;;;;;;MISSING_NO_SOURCE;;Major Euronext index constituent - typically PEA-eligible if EU criteria met (confirm with broker);"Structural enrichment from ISIN+index lists only; no live market/fundamental data";2026-07-31;CAPGEMINI;/en/product/equities/FR0000125338-XPAR;2026-08-05T08:31:03;FULL:CAP.PA;510.0;107.9;-13.27;France|LARGE_CAP_INDEX|HIGH_INDEX;27.7681;7;18.3493;Yahoo_chart;;;;NON_OBSERVE;;;;;;;;;;;15.86;0.43;2026-08-05;"Finnhub recommendations (BUY/HOLD/SELL counts) + FRED VIX/curve; price-target often empty on free EU";BUY;85.3;17.0;;;;OK;yfinance;YF_CONSENSUS;;;;;;85.3;;0.0;STABLE;;;;OK;2026-08-05T09:04:00;OK;11.823658;7.849613;Technology;Information Technology Services;buy;1.76471;17.0;139.62529;177.63;95.0;107.95;1.8 - Buy;85.3;17.0;3.0;9.0;5.0;0.0;0.0;85.3;0.0;STABLE;0.0;0.0;BUY;29.3;OK;Technology;Information Technology Services;2026-08-05T09:08:51;2026-08-05T09:14:57;CAP;XPAR;Euronext Paris;EXISTING_PAIR_VALIDATED_STRUCTURALLY;95;Existing referential + Euronext segment normalization;/en/product/equities/FR0000125338-XPAR;NORMALIZED_EXISTING_PAIR;2026-08-06
FR0000045072;CREDIT AGRICOLE;ACA.PA;ACA;XPAR;France;PEA_CANDIDATE;MEDIUM_INDEX_CONSTITUENT;LARGE_CAP_INDEX;HIGH_INDEX;OK;PASSED;77.8;0.72;0.75;65.0;RESEARCH_ONLY;SHADOW_BLOCKED;NONE;FULL;4.0;510.0;19.29;18.2113;17.536;17.1912;74.52;0.1121;0.3404;19.4722;16.9503;0.09;8.07;15.86;14.01;True;True;True;32.0337;7.816;OK;74.6;126.0;1.9741;8.57;8.57;;;;;;;;PARTIAL_PER_ONLY;PARTIAL;Finnhub;;;NON_OBSERVE;20.44412;6.3;;NON_OBSERVE;;NON_OBSERVE;7.49;;;;PARTIAL_TA;;;;;;NON_OBSERVE;INCOMPLETE;UNKNOWN;75.0;72.0;B;TA_OK_FUND_PARTIAL_OR_MISSING;True;V13.1-PEA-ACTIONS-EURONEXT;V13.1-COMITE-COLS;2026-08-05T08:50:44;2026-08-05T08:52:35;ACTION;Europe;CAC40|EURONEXT100;True;True;False;False;False;False;False;False;Euronext_indices_ETF_Nov2025;2026-07-29;UNKNOWN;MISSING_NO_BULK_SOURCE;;;;;;;;MISSING_NO_SOURCE;;Major Euronext index constituent - typically PEA-eligible if EU criteria met (confirm with broker);"Structural enrichment from ISIN+index lists only; no live market/fundamental data";2026-07-31;CREDIT AGRICOLE;/en/product/equities/FR0000045072-XPAR;2026-08-05T08:31:03;FULL:ACA.PA;510.0;19.29;20.12;France|LARGE_CAP_INDEX|HIGH_INDEX;14.17205;7;18.3493;Yahoo_chart;;;27.4;NON_OBSERVE;;;;;;;;;;;15.86;0.43;2026-08-05;"Finnhub recommendations (BUY/HOLD/SELL counts) + FRED VIX/curve; price-target often empty on free EU";BUY;81.2;8.0;5.0;0.0;2026-08-01;OK;Finnhub_recommendation;PARTIAL_FINNHUB_RECO;2.0;3.0;3.0;0.0;0.0;81.2;2026-07-01;0.0;STABLE;0.0;0.0;8.0;OK;2026-08-05T09:04:00;OK;9.475369;7.8160243;Financial Services;Banks - Regional;buy;2.41176;17.0;20.44412;26.0;15.0;19.235;2.4 - Buy;61.8;17.0;0.0;7.0;7.0;1.0;2.0;61.8;0.0;STABLE;0.0;0.0;BUY;6.3;OK;Financial Services;Banks - Regional;2026-08-05T09:08:51;2026-08-05T09:14:57;ACA;XPAR;Euronext Paris;EXISTING_PAIR_VALIDATED_STRUCTURALLY;95;Existing referential + Euronext segment normalization;/en/product/equities/FR0000045072-XPAR;NORMALIZED_EXISTING_PAIR;2026-08-06
FR0000120578;SANOFI;SAN.PA;SAN;XPAR;France;PEA_CANDIDATE;MEDIUM_INDEX_CONSTITUENT;LARGE_CAP_INDEX;HIGH_INDEX;OK;PASSED;77.8;0.72;0.75;65.0;RESEARCH_ONLY;SHADOW_BLOCKED;NONE;FULL;1.0;510.0;74.57;76.3755;75.6256;79.8143;44.52;-0.3489;2.1293;79.5804;73.1706;0.07;0.08;0.55;-7.86;False;False;False;23.0463;8.2039;OK;25.6;5.7;;;;;;;;;;;PARTIAL_YF_PE;PARTIAL;yfinance;;;NON_OBSERVE;94.70435;26.8;;NON_OBSERVE;;NON_OBSERVE;12.11;;;;PARTIAL_TA;;;;;;NON_OBSERVE;INCOMPLETE;UNKNOWN;75.0;72.0;B;TA_OK_FUND_PARTIAL_OR_MISSING;True;V13.1-PEA-ACTIONS-EURONEXT;V13.1-COMITE-COLS;2026-08-05T08:50:44;2026-08-05T08:52:35;ACTION;Europe;CAC40|EURONEXT100;True;True;False;False;False;False;False;False;Euronext_indices_ETF_Nov2025;2026-07-29;UNKNOWN;MISSING_NO_BULK_SOURCE;;;;;;;;MISSING_NO_SOURCE;;Major Euronext index constituent - typically PEA-eligible if EU criteria met (confirm with broker);"Structural enrichment from ISIN+index lists only; no live market/fundamental data";2026-07-31;SANOFI;/en/product/equities/FR0000120578-XPAR;2026-08-05T08:31:03;FULL:SAN.PA;510.0;74.57;-9.56;France|LARGE_CAP_INDEX|HIGH_INDEX;21.8067;7;18.3493;Yahoo_chart;;;;NON_OBSERVE;;;;;;;;;;;15.86;0.43;2026-08-05;"Finnhub recommendations (BUY/HOLD/SELL counts) + FRED VIX/curve; price-target often empty on free EU";BUY;86.2;29.0;22.0;1.0;2026-08-01;OK;Finnhub_recommendation;PARTIAL_FINNHUB_RECO;5.0;17.0;6.0;1.0;0.0;86.2;2026-07-01;0.0;STABLE;0.0;0.0;29.0;OK;2026-08-05T09:04:00;OK;23.046295;8.203908;Healthcare;Drug Manufacturers - General;buy;2.08333;23.0;94.70435;112.0;78.0;74.67;2.1 - Buy;75.0;24.0;2.0;10.0;12.0;0.0;0.0;75.0;0.0;STABLE;0.0;0.0;BUY;26.8;OK;Healthcare;Drug Manufacturers - General;2026-08-05T09:08:51;2026-08-05T09:14:57;SAN;XPAR;Euronext Paris;EXISTING_PAIR_VALIDATED_STRUCTURALLY;95;Existing referential + Euronext segment normalization;/en/product/equities/FR0000120578-XPAR;NORMALIZED_EXISTING_PAIR;2026-08-06
